10.9176 1
10.9223 1
10.9269 1
10.9315 1
10.9361 1
10.9408 1
10.9454 1
10.95 1
10.9546 1
10.9593 1
10.9639 1
10.9685 1
10.9731 1
10.9778 1
10.9824 1
10.987 1
10.9916 1
10.9963 1
11.0009 1
11.0055 1
11.0101 1
11.0147 1
11.0194 1
11.024 1
11.0286 1
11.0332 1
11.0379 1
11.0425 1
11.0471 1
11.0517 1
11.0564 1
11.061 1
11.0656 1
11.0702 1
11.0749 1
11.0795 1
11.0841 1
11.0887 1
11.0934 1
11.098 1
11.1026 1
11.1072 1
11.1119 1
11.1165 1
11.1211 1
11.1257 1
11.1303 1
11.135 1
11.1396 1
11.1442 1
11.1488 1
11.1535 1
11.1581 1
11.1627 1
11.1673 1
11.172 1
11.1766 1
11.1812 1
11.1858 1
11.1905 1
11.1951 1
11.1997 1
11.2043 1
11.209 1
11.2136 1
11.2182 1
11.2228 1
11.2275 1
11.2321 1
11.2367 1
11.2413 1
11.2459 1
11.2506 1
11.2552 1
11.2598 1
11.2644 1
11.2691 1
11.2737 1
11.2783 1
11.2829 1
11.2876 1
11.2922 1
11.2968 1
11.3014 1
11.3061 1
11.3107 1
11.3153 1
11.3199 1
11.3246 1
11.3292 1
11.3338 1
11.3384 1
11.3431 1
11.3477 1
11.3523 1
11.3569 1
11.3615 1
11.3662 1
11.3708 1
11.3754 1
11.38 1
11.3847 1
11.3893 1
11.3939 1
11.3985 1
11.4032 1
11.4078 1
11.4124 1
11.417 1
11.4217 1
11.4263 1
11.4309 1
11.4355 1
11.4402 1
11.4448 1
11.4494 1
11.454 1
11.4587 1
11.4633 1
11.4679 1
11.4725 1
11.4771 1
11.4818 1
11.4864 1
11.491 1
11.4956 1
11.5003 1
11.5049 1
11.5095 1
11.5141 1
11.5188 1
11.5234 1
11.528 1
11.5326 1
11.5373 1
11.5419 1
11.5465 1
11.5511 1
11.5558 1
11.5604 1
11.565 1
11.5696 1
11.5743 1
11.5789 1
11.5835 1
11.5881 1
11.5927 1
11.5974 1
11.602 1
11.6066 1
11.6112 1
11.6159 1
11.6205 1
11.6251 1
11.6297 1
11.6344 1
11.639 1
11.6436 1
11.6482 1
11.6529 1
11.6575 1
11.6621 1
11.6667 1
11.6714 1
11.676 1
11.6806 1
11.6852 1
11.6899 1
11.6945 1
11.6991 1
11.7037 1
11.7083 1
11.713 1
11.7176 1
11.7222 1
11.7268 1
11.7315 1
11.7361 1
11.7407 1
11.7453 1
11.75 1
11.7546 1
11.7592 1
11.7638 1
11.7685 1
11.7731 1
11.7777 1
11.7823 1
11.787 1
11.7916 1
11.7962 1
11.8008 1
11.8055 1
11.8101 1
11.8147 1
11.8193 1
11.8239 1
11.8286 1
11.8332 1
11.8378 1
11.8424 1
11.8471 1
11.8517 1
11.8563 1
11.8609 1
11.8656 1
11.8702 1
11.8794 1
52.1683 1
52.5938 1
